transaction_id;timestamp;account_id;destination_account;amount;currency;transaction_type;channel;terminal_id;merchant_id;card_number_masked;auth_method;response_code;status;processing_time_ms;switch_id;is_suspicious;fraud_pattern;customer_segment;account_age_days;failed_txn_ratio_7d;avg_time_between_txns;avg_txn_amount_7d;txn_count_24h;hour_of_day;day_of_week;is_holiday;previous_response_code;merchant_category;merchant_risk_score;geo_distance_last_tx;device_risk_level;device_country
TX03237;13:29.1;A000068;A001840;2230.74;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3237;PIN;0;Aprobada;374;SW01;0;NULL;Regular;1481;1.27;77.09;2412.49;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03238;13:19.1;A000068;A001840;374.49;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3238;PIN;0;Aprobada;886;SW01;0;NULL;Regular;1481;1.27;77.09;340.41;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03239;13:09.1;A000068;A001840;4729.46;PEN;Pago;AGT;T0058;M0026;**** **** **** 3239;OTP;0;Fraudulenta;306;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4231.07;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03240;12:59.1;A000068;A001840;3031.29;PEN;Pago;AGT;T0058;M0026;**** **** **** 3240;OTP;0;Aprobada;429;SW01;0;NULL;Regular;1481;1.27;77.09;2708.11;4;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03241;12:49.1;A000068;A001840;1544.45;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3241;PIN;0;Aprobada;941;SW01;0;NULL;Regular;1481;1.27;77.09;1301.99;2;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03242;12:39.1;A000068;A001840;2033.32;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3242;PIN;0;Aprobada;772;SW01;0;NULL;Regular;1481;1.27;77.09;1654.66;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03243;12:29.1;A000068;A001840;815.84;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3243;PIN;0;Aprobada;676;SW01;0;NULL;Regular;1481;1.27;77.09;700.7;7;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03244;12:19.1;A000068;A001840;3355.8;PEN;Pago;AGT;T0058;M0026;**** **** **** 3244;OTP;0;Aprobada;292;SW01;0;NULL;Regular;1481;1.27;77.09;2812.88;7;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03245;12:09.1;A000068;A001840;489.7;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3245;PIN;0;Aprobada;751;SW01;0;NULL;Regular;1481;1.27;77.09;408.23;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03246;11:59.1;A000068;A001840;1438.72;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3246;PIN;0;Aprobada;706;SW01;0;NULL;Regular;1481;1.27;77.09;1667.36;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03247;11:49.1;A000068;A001840;1834.34;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3247;PIN;0;Aprobada;845;SW01;0;NULL;Regular;1481;1.27;77.09;1791.98;0;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03248;11:39.1;A000068;A001840;1163.25;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3248;PIN;0;Aprobada;662;SW01;0;NULL;Regular;1481;1.27;77.09;998.78;0;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03249;11:29.1;A000068;A001840;3299.21;PEN;Pago;AGT;T0058;M0026;**** **** **** 3249;OTP;0;Aprobada;406;SW01;0;NULL;Regular;1481;1.27;77.09;3855.52;3;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03250;11:19.1;A000068;A001840;2923.05;PEN;Pago;AGT;T0058;M0026;**** **** **** 3250;OTP;0;Rechazada;285;SW01;0;NULL;Regular;1481;1.27;77.09;3134.48;7;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03251;11:09.1;A000068;A001840;3254.59;PEN;Pago;AGT;T0058;M0026;**** **** **** 3251;OTP;0;Aprobada;112;SW01;0;NULL;Regular;1481;1.27;77.09;2621.4;0;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03252;10:59.1;A000068;A001840;2942.4;PEN;Pago;AGT;T0058;M0026;**** **** **** 3252;OTP;0;Aprobada;640;SW01;0;NULL;Regular;1481;1.27;77.09;3233.6;4;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03253;10:49.1;A000068;A001840;3100.23;PEN;Pago;AGT;T0058;M0026;**** **** **** 3253;OTP;0;Aprobada;461;SW01;0;NULL;Regular;1481;1.27;77.09;3600.98;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03254;10:39.1;A000068;A001840;800.99;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3254;PIN;0;Aprobada;191;SW01;0;NULL;Regular;1481;1.27;77.09;801.03;2;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03255;10:29.1;A000068;A001840;3044.13;PEN;Pago;AGT;T0058;M0026;**** **** **** 3255;OTP;0;Aprobada;959;SW01;0;NULL;Regular;1481;1.27;77.09;2785.71;0;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03256;10:19.1;A000068;A001840;677.88;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3256;PIN;0;Aprobada;775;SW01;0;NULL;Regular;1481;1.27;77.09;672.25;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03257;10:09.1;A000068;A001840;2845.86;PEN;Pago;AGT;T0058;M0026;**** **** **** 3257;OTP;0;Aprobada;309;SW01;0;NULL;Regular;1481;1.27;77.09;2862.9;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03258;09:59.1;A000068;A001840;4670.62;PEN;Pago;AGT;T0058;M0026;**** **** **** 3258;OTP;0;Fraudulenta;210;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4338.08;4;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03259;09:49.1;A000068;A001840;4601.47;PEN;Pago;AGT;T0058;M0026;**** **** **** 3259;OTP;0;Fraudulenta;886;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;3942.63;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03260;09:39.1;A000068;A001840;1367.86;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3260;PIN;0;Aprobada;586;SW01;0;NULL;Regular;1481;1.27;77.09;1517.67;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03261;09:29.1;A000068;A001840;2754.12;PEN;Pago;AGT;T0058;M0026;**** **** **** 3261;OTP;0;Aprobada;636;SW01;0;NULL;Regular;1481;1.27;77.09;2542.05;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03262;09:19.1;A000068;A001840;3696.39;PEN;Pago;AGT;T0058;M0026;**** **** **** 3262;OTP;0;Aprobada;460;SW01;0;NULL;Regular;1481;1.27;77.09;2978.33;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03263;09:09.1;A000068;A001840;820.61;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3263;PIN;0;Aprobada;570;SW01;0;NULL;Regular;1481;1.27;77.09;917.68;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03264;08:59.1;A000068;A001840;459.09;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3264;PIN;0;Aprobada;339;SW01;0;NULL;Regular;1481;1.27;77.09;476.25;3;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03265;08:49.1;A000068;A001840;2834.85;PEN;Pago;AGT;T0058;M0026;**** **** **** 3265;OTP;0;Aprobada;500;SW01;0;NULL;Regular;1481;1.27;77.09;2844.15;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03266;08:39.1;A000068;A001840;3441.56;PEN;Pago;AGT;T0058;M0026;**** **** **** 3266;OTP;0;Aprobada;889;SW01;0;NULL;Regular;1481;1.27;77.09;2963.28;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03267;08:29.1;A000068;A001840;2334.46;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3267;PIN;0;Aprobada;817;SW01;0;NULL;Regular;1481;1.27;77.09;2431.52;3;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03268;08:19.1;A000068;A001840;355.57;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3268;PIN;0;Aprobada;537;SW01;0;NULL;Regular;1481;1.27;77.09;379.51;4;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03269;08:09.1;A000068;A001840;325.81;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3269;PIN;0;Aprobada;945;SW01;0;NULL;Regular;1481;1.27;77.09;280.14;7;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03270;07:59.1;A000068;A001840;2911.51;PEN;Pago;AGT;T0058;M0026;**** **** **** 3270;OTP;0;Aprobada;589;SW01;0;NULL;Regular;1481;1.27;77.09;3095.54;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03271;07:49.1;A000068;A001840;4890.61;PEN;Pago;AGT;T0058;M0026;**** **** **** 3271;OTP;0;Fraudulenta;589;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4184.65;6;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03272;07:39.1;A000068;A001840;4231.15;PEN;Pago;AGT;T0058;M0026;**** **** **** 3272;OTP;0;Fraudulenta;388;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4451.53;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03273;07:29.1;A000068;A001840;1641.67;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3273;PIN;0;Aprobada;940;SW01;0;NULL;Regular;1481;1.27;77.09;1359.37;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03274;07:19.1;A000068;A001840;4890.3;PEN;Pago;AGT;T0058;M0026;**** **** **** 3274;OTP;0;Fraudulenta;322;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;5472.4;3;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03275;07:09.1;A000068;A001840;4619.05;PEN;Pago;AGT;T0058;M0026;**** **** **** 3275;OTP;0;Fraudulenta;346;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4250.97;6;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03276;06:59.1;A000068;A001840;4819.24;PEN;Pago;AGT;T0058;M0026;**** **** **** 3276;OTP;0;Fraudulenta;894;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;5495.49;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03277;06:49.1;A000068;A001840;2641.71;PEN;Pago;AGT;T0058;M0026;**** **** **** 3277;OTP;0;Aprobada;793;SW01;0;NULL;Regular;1481;1.27;77.09;2801.01;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03278;06:39.1;A000068;A001840;1018.32;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3278;PIN;0;Aprobada;415;SW01;0;NULL;Regular;1481;1.27;77.09;821.19;7;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03279;06:29.1;A000068;A001840;4212.91;PEN;Pago;AGT;T0058;M0026;**** **** **** 3279;OTP;0;Fraudulenta;360;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4470.57;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03280;06:19.1;A000068;A001840;2504.14;PEN;Pago;AGT;T0058;M0026;**** **** **** 3280;OTP;0;Aprobada;186;SW01;0;NULL;Regular;1481;1.27;77.09;2720.66;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03281;06:09.1;A000068;A001840;4513.85;PEN;Pago;AGT;T0058;M0026;**** **** **** 3281;OTP;0;Fraudulenta;920;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;3852.66;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03282;05:59.1;A000068;A001840;4051.35;PEN;Pago;AGT;T0058;M0026;**** **** **** 3282;OTP;0;Fraudulenta;368;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4728.15;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03283;05:49.1;A000068;A001840;3070.83;PEN;Pago;AGT;T0058;M0026;**** **** **** 3283;OTP;0;Aprobada;404;SW01;0;NULL;Regular;1481;1.27;77.09;2946.02;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03284;05:39.1;A000068;A001840;4197.79;PEN;Pago;AGT;T0058;M0026;**** **** **** 3284;OTP;0;Fraudulenta;100;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;3727.62;2;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03285;05:29.1;A000068;A001840;2993.95;PEN;Pago;AGT;T0058;M0026;**** **** **** 3285;OTP;0;Aprobada;574;SW01;0;NULL;Regular;1481;1.27;77.09;2761.23;3;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03286;05:19.1;A000068;A001840;2831.57;PEN;Pago;AGT;T0058;M0026;**** **** **** 3286;OTP;0;Aprobada;463;SW01;0;NULL;Regular;1481;1.27;77.09;3122.88;6;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03287;05:09.1;A000068;A001840;1042.88;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3287;PIN;0;Aprobada;671;SW01;0;NULL;Regular;1481;1.27;77.09;927.62;6;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03288;04:59.1;A000068;A001840;861.48;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3288;PIN;0;Aprobada;393;SW01;0;NULL;Regular;1481;1.27;77.09;935.72;2;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03289;04:49.1;A000068;A001840;98.34;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3289;PIN;0;Aprobada;745;SW01;0;NULL;Regular;1481;1.27;77.09;102.34;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03290;04:39.1;A000068;A001840;1571.06;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3290;PIN;0;Aprobada;327;SW01;0;NULL;Regular;1481;1.27;77.09;1819.16;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03291;04:29.1;A000068;A001840;4556.45;PEN;Pago;AGT;T0058;M0026;**** **** **** 3291;OTP;0;Fraudulenta;986;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4734.7;6;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03292;04:19.1;A000068;A001840;1224.92;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3292;PIN;0;Aprobada;130;SW01;0;NULL;Regular;1481;1.27;77.09;1244.85;7;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03293;04:09.1;A000068;A001840;1060.06;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3293;PIN;0;Aprobada;753;SW01;0;NULL;Regular;1481;1.27;77.09;1135.87;4;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03294;03:59.1;A000068;A001840;3883.23;PEN;Pago;AGT;T0058;M0026;**** **** **** 3294;OTP;0;Aprobada;518;SW01;0;NULL;Regular;1481;1.27;77.09;3533.82;0;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03295;03:49.1;A000068;A001840;3346.3;PEN;Pago;AGT;T0058;M0026;**** **** **** 3295;OTP;0;Aprobada;167;SW01;0;NULL;Regular;1481;1.27;77.09;3325.03;3;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03296;03:39.1;A000068;A001840;2801.25;PEN;Pago;AGT;T0058;M0026;**** **** **** 3296;OTP;0;Aprobada;424;SW01;0;NULL;Regular;1481;1.27;77.09;2804.3;6;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03297;03:29.1;A000068;A001840;1078.11;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3297;PIN;0;Aprobada;584;SW01;0;NULL;Regular;1481;1.27;77.09;1251.95;0;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03298;03:19.1;A000068;A001840;1685.15;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3298;PIN;0;Aprobada;497;SW01;0;NULL;Regular;1481;1.27;77.09;1984.01;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03299;03:09.1;A000068;A001840;2845.59;PEN;Pago;AGT;T0058;M0026;**** **** **** 3299;OTP;0;Aprobada;560;SW01;0;NULL;Regular;1481;1.27;77.09;2288.89;6;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03300;02:59.1;A000068;A001840;2961.69;PEN;Pago;AGT;T0058;M0026;**** **** **** 3300;OTP;0;Rechazada;226;SW01;0;NULL;Regular;1481;1.27;77.09;3139.57;7;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03301;02:49.1;A000068;A001840;4817.12;PEN;Pago;AGT;T0058;M0026;**** **** **** 3301;OTP;0;Fraudulenta;789;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4401.46;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03302;02:39.1;A000068;A001840;1159.69;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3302;PIN;0;Aprobada;351;SW01;0;NULL;Regular;1481;1.27;77.09;944.69;0;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03303;02:29.1;A000068;A001840;2875.41;PEN;Pago;AGT;T0058;M0026;**** **** **** 3303;OTP;0;Aprobada;269;SW01;0;NULL;Regular;1481;1.27;77.09;2612.68;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03304;02:19.1;A000068;A001840;2337.39;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3304;PIN;0;Aprobada;865;SW01;0;NULL;Regular;1481;1.27;77.09;2407.75;2;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03305;02:09.1;A000068;A001840;4729.51;PEN;Pago;AGT;T0058;M0026;**** **** **** 3305;OTP;0;Fraudulenta;502;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4521.05;6;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03306;01:59.1;A000068;A001840;2587.81;PEN;Pago;AGT;T0058;M0026;**** **** **** 3306;OTP;0;Aprobada;534;SW01;0;NULL;Regular;1481;1.27;77.09;2111.48;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03307;01:49.1;A000068;A001840;812.55;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3307;PIN;0;Aprobada;412;SW01;0;NULL;Regular;1481;1.27;77.09;816.74;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03308;01:39.1;A000068;A001840;3563.81;PEN;Pago;AGT;T0058;M0026;**** **** **** 3308;OTP;0;Aprobada;991;SW01;0;NULL;Regular;1481;1.27;77.09;3616;9;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03309;01:29.1;A000068;A001840;175.29;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3309;PIN;0;Aprobada;225;SW01;0;NULL;Regular;1481;1.27;77.09;154.25;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03310;01:19.1;A000068;A001840;3758.74;PEN;Pago;AGT;T0058;M0026;**** **** **** 3310;OTP;0;Aprobada;388;SW01;0;NULL;Regular;1481;1.27;77.09;3249.22;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03311;01:09.1;A000068;A001840;1171.73;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3311;PIN;0;Aprobada;978;SW01;0;NULL;Regular;1481;1.27;77.09;1334.39;2;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03312;00:59.1;A000068;A001840;3741.29;PEN;Pago;AGT;T0058;M0026;**** **** **** 3312;OTP;0;Aprobada;125;SW01;0;NULL;Regular;1481;1.27;77.09;4032.53;1;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03313;00:49.1;A000068;A001840;4905.27;PEN;Pago;AGT;T0058;M0026;**** **** **** 3313;OTP;0;Fraudulenta;979;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;5835.18;7;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03314;00:39.1;A000068;A001840;4140.42;PEN;Pago;AGT;T0058;M0026;**** **** **** 3314;OTP;0;Fraudulenta;216;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;3789.08;3;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03315;00:29.1;A000068;A001840;3848.24;PEN;Pago;AGT;T0058;M0026;**** **** **** 3315;OTP;0;Aprobada;811;SW01;0;NULL;Regular;1481;1.27;77.09;3997.01;4;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03316;00:19.1;A000068;A001840;4268.47;PEN;Pago;AGT;T0058;M0026;**** **** **** 3316;OTP;0;Fraudulenta;425;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4094.46;5;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03317;00:09.1;A000068;A001840;4804.65;PEN;Pago;AGT;T0058;M0026;**** **** **** 3317;OTP;0;Fraudulenta;982;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4667.88;8;8;4;0;0;E-commerce;43.57;107.82;High;MX
TX03318;59:59.1;A000068;A001840;807.59;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3318;PIN;0;Aprobada;997;SW01;0;NULL;Regular;1481;1.27;77.09;705.59;0;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03319;59:49.1;A000068;A001840;1088.99;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3319;PIN;0;Aprobada;230;SW01;0;NULL;Regular;1481;1.27;77.09;1090.52;7;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03320;59:39.1;A000068;A001840;4215.35;PEN;Pago;AGT;T0058;M0026;**** **** **** 3320;OTP;0;Fraudulenta;953;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;5008.33;5;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03321;59:29.1;A000068;A001840;4859.81;PEN;Pago;AGT;T0058;M0026;**** **** **** 3321;OTP;0;Fraudulenta;707;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4175.82;9;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03322;59:19.1;A000068;A001840;4567.59;PEN;Pago;AGT;T0058;M0026;**** **** **** 3322;OTP;0;Fraudulenta;135;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4230.54;5;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03323;59:09.1;A000068;A001840;4310.18;PEN;Pago;AGT;T0058;M0026;**** **** **** 3323;OTP;0;Fraudulenta;821;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4091.08;6;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03324;58:59.1;A000068;A001840;1416.34;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3324;PIN;0;Aprobada;483;SW01;0;NULL;Regular;1481;1.27;77.09;1680.86;6;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03325;58:49.1;A000068;A001840;3232.29;PEN;Pago;AGT;T0058;M0026;**** **** **** 3325;OTP;0;Aprobada;485;SW01;0;NULL;Regular;1481;1.27;77.09;2872.52;3;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03326;58:39.1;A000068;A001840;4177.8;PEN;Pago;AGT;T0058;M0026;**** **** **** 3326;OTP;0;Fraudulenta;103;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4836.91;4;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03327;58:29.1;A000068;A001840;1672.74;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3327;PIN;0;Aprobada;177;SW01;0;NULL;Regular;1481;1.27;77.09;1480.65;7;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03328;58:19.1;A000068;A001840;415.28;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3328;PIN;0;Aprobada;609;SW01;0;NULL;Regular;1481;1.27;77.09;378.55;7;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03329;58:09.1;A000068;A001840;691.35;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3329;PIN;0;Aprobada;464;SW01;0;NULL;Regular;1481;1.27;77.09;570.08;0;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03330;57:59.1;A000068;A001840;4133.84;PEN;Pago;AGT;T0058;M0026;**** **** **** 3330;OTP;0;Fraudulenta;147;SW01;1;Monto excesivo (>4000);Regular;1481;1.27;77.09;4676.71;6;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03331;57:49.1;A000068;A001840;17.78;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3331;PIN;0;Aprobada;691;SW01;0;NULL;Regular;1481;1.27;77.09;15.72;0;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03332;57:39.1;A000068;A001840;1004.72;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3332;PIN;0;Aprobada;428;SW01;0;NULL;Regular;1481;1.27;77.09;1104.37;3;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03333;57:29.1;A000068;A001840;434.67;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3333;PIN;0;Aprobada;691;SW01;0;NULL;Regular;1481;1.27;77.09;453.57;1;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03334;57:19.1;A000068;A001840;3645.02;PEN;Pago;AGT;T0058;M0026;**** **** **** 3334;OTP;0;Aprobada;607;SW01;0;NULL;Regular;1481;1.27;77.09;3956.14;4;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03335;57:09.1;A000068;A001840;1718.25;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3335;PIN;0;Aprobada;420;SW01;0;NULL;Regular;1481;1.27;77.09;1802.02;1;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03336;56:59.1;A000068;A001840;1687.11;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3336;PIN;0;Aprobada;970;SW01;0;NULL;Regular;1481;1.27;77.09;1993.14;9;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03337;56:49.1;A000068;A001840;467.63;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3337;PIN;0;Aprobada;788;SW01;0;NULL;Regular;1481;1.27;77.09;379.38;3;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03338;56:39.1;A000068;A001840;2177.65;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3338;PIN;0;Aprobada;491;SW01;0;NULL;Regular;1481;1.27;77.09;2319.32;3;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03339;56:29.1;A000068;A001840;3797.08;PEN;Pago;AGT;T0058;M0026;**** **** **** 3339;OTP;0;Aprobada;279;SW01;0;NULL;Regular;1481;1.27;77.09;4338.04;4;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03340;56:19.1;A000068;A001840;1523.24;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3340;PIN;0;Aprobada;344;SW01;0;NULL;Regular;1481;1.27;77.09;1609.43;5;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03341;56:09.1;A000068;A001840;122.45;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3341;PIN;0;Aprobada;732;SW01;0;NULL;Regular;1481;1.27;77.09;145.21;4;7;4;0;0;E-commerce;43.57;107.82;High;MX
TX03342;55:59.1;A000068;A001840;1804.31;PEN;Transferencia;AGT;T0058;M0026;**** **** **** 3342;PIN;0;Aprobada;309;SW01;0;NULL;Regular;1481;1.27;77.09;2001.91;2;7;4;0;0;E-commerce;43.57;107.82;High;MX
